Ensembl Gene ID	Chromosome	Gene Start 	Gene End 	Strand	Gene Name
ENSG00000222862	8	27679836	27679935	1	RNU6-1086P
ENSG00000253560	8	27697217	27697526	-1	RP11-16P20.2
ENSG00000279302	8	27701194	27703789	1	MIR3622A
ENSG00000265075	8	27701673	27701767	-1	MIR3622B
ENSG00000147419	8	27733311	27772653	-1	CCDC25
ENSG00000253875	8	27733338	27756426	1	RP11-16P20.3
ENSG00000171320	8	27771949	27812640	1	ESCO2
ENSG00000202242	8	27773645	27773748	1	RNU6-1276P
ENSG00000168078	8	27809620	27838095	-1	PBK
ENSG00000253176	8	27838477	27840382	1	RP11-1149M3.2
ENSG00000168079	8	27869882	27992727	-1	SCARA5
ENSG00000265847	8	27886039	27886116	-1	MIR4287
ENSG00000253290	8	27903229	27903495	-1	RP11-597M17.3
ENSG00000253615	8	27903566	27903715	1	RP11-597M17.2
ENSG00000253397	8	27904481	27910310	1	RP11-597M17.1
ENSG00000189233	8	28021964	28083871	-1	NUGGC
ENSG00000134014	8	28089673	28191156	1	ELP3
ENSG00000250516	8	28225929	28227562	1	RP11-380I10.2
ENSG00000253907	8	28238430	28238905	1	RP11-380I10.3
ENSG00000253690	8	28250063	28339255	-1	RP11-380I10.4
ENSG00000239198	8	28299683	28300566	1	RPL5P22
ENSG00000168081	8	28316986	28343355	1	PNOC
ENSG00000186918	8	28345585	28402701	-1	ZNF395
ENSG00000214050	8	28348287	28490318	-1	FBXO16
ENSG00000254370	8	28415524	28420055	-1	RP11-181B11.1
ENSG00000207361	8	28416448	28416551	1	RNU6-178P
ENSG00000253567	8	28447264	28455902	1	RP11-181B11.2
ENSG00000104290	8	28494205	28574268	1	FZD3
ENSG00000265251	8	28505116	28505182	-1	MIR4288
ENSG00000202411	8	28530411	28530519	1	RNA5SP259
ENSG00000012232	8	28600469	28755599	1	EXTL3
ENSG00000246339	8	28696198	28701464	-1	EXTL3-AS1
ENSG00000104299	8	28767661	28890242	-1	INTS9
ENSG00000254034	8	28798142	28799469	1	RP11-662B19.2
ENSG00000242958	8	28810103	28810418	1	RP11-662B19.1
ENSG00000147421	8	28890394	29064764	1	HMBOX1
ENSG00000273710	8	28915579	28915864	-1	Metazoa_SRP
ENSG00000259196	8	28949676	28955955	1	HMBOX1-IT1
ENSG00000200719	8	29048494	29048604	-1	RNA5SP260
ENSG00000259366	8	29055935	29056685	1	CTD-2647L4.4
ENSG00000197892	8	29067279	29263124	-1	KIF13B
ENSG00000259607	8	29067279	29068454	1	CTD-2647L4.5
ENSG00000254129	8	29110573	29140729	1	CTD-2647L4.1
ENSG00000253770	8	29218905	29219472	1	HMGB1P23
ENSG00000212034	8	29269974	29270061	-1	AC084262.1
ENSG00000263392	8	29313756	29313848	-1	AC084262.2
ENSG00000266476	8	29323264	29323356	-1	AC084262.3
ENSG00000120875	8	29333064	29350668	-1	DUSP4
ENSG00000260253	8	29352420	29353170	-1	RP4-676L2.1
ENSG00000253632	8	29527312	29530323	1	RP11-486M23.1
ENSG00000253182	8	29548171	29564341	1	RP11-486M23.2
ENSG00000280147	8	29587001	29588426	1	RP11-486M23.3
ENSG00000243844	8	29632091	29632644	1	RPL17P33
ENSG00000251191	8	29673922	29748109	-1	LINC00589
ENSG00000253490	8	29748309	29798492	1	AC145110.1
ENSG00000248964	8	29815004	29854543	-1	RP11-94H18.1
ENSG00000254086	8	29864644	29871661	1	RP11-94H18.2
ENSG00000253604	8	29905735	29908956	1	RP11-489E7.1
ENSG00000253279	8	29921513	29953724	1	FAM183CP
ENSG00000221003	8	29928605	29928689	1	AC131254.1
ENSG00000264788	8	29957272	29957348	-1	MIR3148
ENSG00000254013	8	30027713	30028900	1	MAP2K1P1
ENSG00000239175	8	30043801	30043908	-1	RNU6-1218P
ENSG00000133872	8	30063012	30083208	-1	SARAF
ENSG00000272256	8	30082758	30083467	1	RP11-489E7.4
ENSG00000104660	8	30095398	30177208	1	LEPROTL1
ENSG00000241511	8	30117384	30117779	-1	RPS15AP24
ENSG00000177669	8	30131824	30144686	-1	MBOAT4
ENSG00000271869	8	30155830	30156232	-1	RP11-51J9.5
ENSG00000104671	8	30156297	30183640	1	DCTN6
ENSG00000253708	8	30176554	30180888	-1	RP11-51J9.4
ENSG00000272375	8	30197404	30198048	1	RP11-51J9.6
ENSG00000248159	8	30237382	30240997	1	HSPA8P11
ENSG00000254316	8	30249502	30250092	-1	CTD-2345M20.2
ENSG00000253346	8	30331961	30332277	-1	CTD-3107M8.1
ENSG00000254152	8	30349866	30350347	-1	CTD-3107M8.2
ENSG00000127589	8	30351873	30353518	1	TUBBP1
ENSG00000254109	8	30382119	30385401	-1	RBPMS-AS1
ENSG00000157110	8	30384479	30572261	1	RBPMS
ENSG00000279041	8	30552345	30553766	1	CTD-2373N4.3
ENSG00000197265	8	30578318	30658251	-1	GTF2E2
ENSG00000253112	8	30596914	30597532	1	CTD-2373N4.5
ENSG00000253457	8	30638600	30646064	1	SMIM18
ENSG00000254172	8	30643689	30643802	1	U5
ENSG00000104687	8	30678061	30727926	-1	GSR
ENSG00000104691	8	30732247	30767006	1	UBXN8
ENSG00000271081	8	30754236	30754539	-1	RP11-465K4.4
ENSG00000104695	8	30774457	30814314	-1	PPP2CB
ENSG00000133863	8	30831544	30890606	-1	TEX15
ENSG00000253204	8	30921060	30921335	1	RP5-1009N12.1
ENSG00000253793	8	30983459	30984321	-1	RP11-293D9.2
ENSG00000172733	8	30995802	31033715	-1	PURG
ENSG00000165392	8	31033801	31173769	1	WRN
ENSG00000253579	8	31131539	31131802	-1	SUMO2P16
ENSG00000253961	8	31167078	31177167	-1	RP11-363L24.3
ENSG00000229211	8	31219894	31220984	-1	KCTD9P6
ENSG00000253377	8	31275596	31384279	1	RP11-566H8.3
ENSG00000254095	8	31339197	31346479	1	RP11-566H8.2
ENSG00000253275	8	31497423	31498612	1	RP11-566H8.1
ENSG00000264794	8	31585154	31585246	1	AC104000.1
ENSG00000222468	8	31598099	31598204	-1	RNA5SP261
ENSG00000157168	8	31639386	32765040	1	NRG1
ENSG00000253974	8	32026219	32139475	1	NRG1-IT1
ENSG00000253222	8	32171382	32287566	1	RP11-669B22.1
ENSG00000252261	8	32192028	32192153	-1	RNA5SP262
ENSG00000200246	8	32256496	32256623	1	RNA5SP263
ENSG00000254049	8	32440746	32442725	1	NRG1-IT3
ENSG00000272327	8	32766125	32767959	1	RP11-1002K11.1
ENSG00000212407	8	32911493	32911598	-1	RNU6-663P
ENSG00000247134	8	32996178	33044855	1	RP11-11N9.4
ENSG00000254346	8	33014081	33015026	1	MTND1P6
ENSG00000254090	8	33015261	33017043	1	MTND2P32
ENSG00000253393	8	33039523	33039793	1	RANP9
ENSG00000265562	8	33195837	33195937	1	AC104037.1
ENSG00000253993	8	33226848	33227147	-1	RP11-451O18.1
ENSG00000252735	8	33338867	33338966	1	RNU6-528P
ENSG00000272338	8	33360839	33361415	-1	RP11-722E23.2
ENSG00000172728	8	33370824	33473422	-1	FUT10
ENSG00000254061	8	33436268	33436700	-1	RP11-359B20.1
ENSG00000129696	8	33473386	33513601	-1	TTI2
ENSG00000198042	8	33484750	33501260	1	MAK16
ENSG00000239039	8	33513475	33513578	1	SNORD13
ENSG00000253232	8	33523154	33523291	1	RP11-359B20.5
ENSG00000252505	8	33540040	33540137	1	SNORA70
ENSG00000253995	8	33540185	33540493	1	RP11-10D7.5
ENSG00000133874	8	33547755	33567125	-1	RNF122
ENSG00000240189	8	33580210	33580508	-1	RN7SL621P
ENSG00000133878	8	33591332	33600106	-1	DUSP26
ENSG00000253642	8	33604856	34039008	1	RP11-317N12.1
ENSG00000253684	8	33641581	33641939	-1	RP11-10D7.2
ENSG00000263794	8	33715784	33716070	1	RN7SL457P
ENSG00000253569	8	33722305	33723079	-1	VENTXP5
ENSG00000240738	8	33859480	33860223	-1	RP1-273G13.1
ENSG00000188512	8	33969567	33969879	-1	RP1-273G13.2
ENSG00000254194	8	33973701	34009595	-1	RP1-273G13.3
ENSG00000254302	8	34174886	34184895	1	RP11-431M3.1
ENSG00000253108	8	34228439	34346731	1	RP1-84O15.2
ENSG00000254033	8	34229294	34248946	-1	RP11-431M3.2
ENSG00000215264	8	34322992	34323642	-1	RPL10AP3
ENSG00000254344	8	34784052	34864798	1	LINC01288
ENSG00000243181	8	34874159	34874633	1	RP11-734J24.1
ENSG00000265560	8	34970206	34970299	1	AC098612.1
ENSG00000156687	8	35235457	35796550	1	UNC5D
ENSG00000279099	8	35254344	35256605	1	RP11-595O22.1
ENSG00000232024	8	35525176	35525763	-1	LSM12P1
ENSG00000253452	8	35862123	35970665	1	RP11-473J6.1
ENSG00000253524	8	36004316	36095046	-1	RP11-89M20.2
ENSG00000273617	8	36087142	36087239	-1	AC124290.1
ENSG00000254309	8	36121398	36121683	-1	RP11-89M20.1
ENSG00000253504	8	36277763	36278886	-1	RP11-593P24.2
ENSG00000254384	8	36278960	36279483	1	MTND6P19
ENSG00000253685	8	36279491	36279696	-1	RP11-593P24.3
ENSG00000253610	8	36308245	36308364	1	RP11-139F9.1
ENSG00000206871	8	36309584	36309690	-1	RNU6-533P
ENSG00000254320	8	36321039	36321404	-1	RP11-593P24.4
ENSG00000253363	8	36537391	36779164	-1	RP11-962G15.1
ENSG00000244708	8	36581180	36581591	-1	RPL23P10
ENSG00000199985	8	36764445	36764551	1	RNA5SP264
ENSG00000215262	8	36784324	36936128	1	KCNU1
ENSG00000274489	8	36795255	36795862	-1	RP11-962G15.2
ENSG00000219491	8	36888482	36889307	1	TPT1P8
ENSG00000243503	8	36987977	36988412	-1	AC090453.1
ENSG00000254038	8	37067441	37069418	-1	RP11-419C23.1
ENSG00000253650	8	37095150	37095390	1	SMARCE1P4
ENSG00000275998	8	37173829	37173923	1	AC068207.1
ENSG00000253123	8	37326575	37331984	-1	RP11-527N22.1
ENSG00000253746	8	37405439	37406724	-1	RP11-527N22.2
ENSG00000253161	8	37421341	37554183	-1	RP11-150O12.1
ENSG00000253388	8	37480089	37480809	1	RP11-150O12.2
ENSG00000253414	8	37516410	37517021	-1	RP11-150O12.6
ENSG00000254111	8	37560366	37565377	1	RP11-150O12.5
ENSG00000254290	8	37597480	37599858	-1	RP11-150O12.3
ENSG00000254306	8	37600537	37625873	-1	RP11-150O12.4
ENSG00000253344	8	37626015	37674387	-1	RP11-346L1.2
ENSG00000223215	8	37668898	37669005	1	RNU6-607P
ENSG00000183779	8	37695751	37700021	1	ZNF703
ENSG00000253181	8	37717579	37733756	1	RP11-863K10.2
ENSG00000183154	8	37734761	37737426	-1	RP11-863K10.7
ENSG00000147475	8	37736599	37759101	1	ERLIN2
ENSG00000233170	8	37747338	37748004	-1	RP11-863K10.4
ENSG00000147471	8	37762593	37779767	1	PROSC
ENSG00000020181	8	37784191	37844896	1	GPR124
ENSG00000104221	8	37843268	37849904	-1	BRF2
ENSG00000156675	8	37858618	37899467	-1	RAB11FIP1
ENSG00000280064	8	37858949	37861333	1	RP11-205M5.3
ENSG00000241032	8	37908738	37909037	1	RN7SL709P
ENSG00000169154	8	37934281	37940129	-1	GOT1L1
ENSG00000264965	8	37949736	37949831	-1	AC144573.1
ENSG00000188778	8	37962991	37966965	-1	ADRB3
ENSG00000270865	8	37983070	37983373	1	KB-1836B5.3
ENSG00000187840	8	38030341	38060365	1	EIF4EBP1
ENSG00000260949	8	38062881	38063791	1	KB-1836B5.1
ENSG00000272128	8	38099471	38099931	1	KB-1836B5.4
ENSG00000129691	8	38105242	38144076	1	ASH2L
ENSG00000253437	8	38122374	38122480	1	U6
ENSG00000240015	8	38123274	38124651	1	RP11-90P5.5
ENSG00000147465	8	38143649	38151265	-1	STAR
ENSG00000253356	8	38148741	38163772	1	RP11-90P5.2
ENSG00000175324	8	38163321	38176730	-1	LSM1
ENSG00000253739	8	38166012	38166118	-1	U6
ENSG00000156735	8	38176533	38213301	1	BAG4
ENSG00000248585	8	38201699	38204238	-1	RP11-90P5.1
ENSG00000085788	8	38225218	38275558	1	DDHD2
ENSG00000147535	8	38263130	38269243	-1	PPAPDC1B
ENSG00000147548	8	38269697	38382272	-1	WHSC1L1
ENSG00000255487	8	38275888	38276680	1	RP11-513D5.5
ENSG00000254898	8	38335981	38337551	1	RP11-513D5.2
ENSG00000272092	8	38382364	38383461	1	RP11-350N15.5
ENSG00000165046	8	38386207	38409527	1	LETM2
ENSG00000254981	8	38400536	38401683	-1	RP11-350N15.3
ENSG00000272159	8	38408048	38408742	-1	RP11-350N15.6
ENSG00000077782	8	38411138	38468834	-1	FGFR1
ENSG00000255201	8	38421889	38426096	1	RP11-350N15.4
ENSG00000239218	8	38434347	38435664	-1	RPS20P22
ENSG00000196166	8	38510834	38528662	-1	C8orf86
ENSG00000253361	8	38543652	38552680	-1	RP11-675F6.3
ENSG00000254100	8	38552248	38559020	-1	RP11-675F6.4
ENSG00000253570	8	38600661	38601200	-1	RNF5P1
ENSG00000254321	8	38700626	38704855	-1	RP11-495O10.1
ENSG00000147526	8	38728186	38853028	1	TACC1
ENSG00000207258	8	38744020	38744131	1	Y_RNA
ENSG00000253586	8	38799643	38802296	1	RP11-723D22.2
ENSG00000253829	8	38844866	38846439	-1	RP11-723D22.3
ENSG00000169499	8	38901235	38973909	1	PLEKHA2
ENSG00000253645	8	38970360	38973011	-1	CTD-2544N14.3
ENSG00000169495	8	38974164	38988662	1	HTRA4
ENSG00000169490	8	38988808	38996824	-1	TM2D2
ENSG00000168615	8	38996869	39105144	1	ADAM9
ENSG00000207199	8	39018615	39018683	-1	SNORD38
ENSG00000197140	8	39106990	39284911	1	ADAM32
ENSG00000243095	8	39157538	39158701	-1	RPL3P10
ENSG00000253160	8	39309909	39310443	-1	RP11-1113C11.2
ENSG00000196115	8	39314591	39417378	1	ADAM5
ENSG00000197475	8	39451045	39522852	-1	ADAM3A
ENSG00000278810	8	39536219	39552035	1	RP11-122L4.2
ENSG00000254067	8	39556146	39558533	1	RP11-122L4.1
ENSG00000252176	8	39560937	39561027	1	AC123767.1
ENSG00000254082	8	39566705	39580134	1	CTD-2024D23.1
ENSG00000168619	8	39584489	39730064	1	ADAM18
ENSG00000104755	8	39743735	39838289	-1	ADAM2
ENSG00000221018	8	39756082	39756188	-1	AC136365.1
ENSG00000253332	8	39860219	39860525	1	KB-1582A10.1
ENSG00000253233	8	39867436	39867812	-1	KB-1582A10.2
ENSG00000131203	8	39902275	39928444	1	IDO1
ENSG00000253939	8	39903775	39995248	-1	RP11-44K6.3
ENSG00000253838	8	39914229	39915721	1	RP11-44K6.2
ENSG00000254287	8	39918076	39920890	-1	RP11-44K6.4
ENSG00000188676	8	39934614	40016391	1	IDO2
ENSG00000253790	8	39997869	39998499	-1	RP11-44K6.5
ENSG00000253381	8	40104169	40107935	1	RP11-359E19.1
ENSG00000253665	8	40114651	40127468	1	RP11-359E19.2
ENSG00000176907	8	40153455	40155308	1	C8orf4
ENSG00000254143	8	40161458	40172612	1	RP11-470M17.2
ENSG00000253802	8	40298741	40343402	-1	CTA-392C11.1
ENSG00000253354	8	40370028	40401848	1	CTA-392C11.2
ENSG00000272479	8	40519565	40520158	-1	RP11-301G7.1
ENSG00000165061	8	40530590	40897833	-1	ZMAT4
ENSG00000254383	8	40900016	40901854	-1	RP11-465K16.1
ENSG00000206867	8	41032892	41032998	1	RNU6-356P
ENSG00000104332	8	41261958	41309497	-1	SFRP1
ENSG00000263372	8	41271048	41271143	-1	MIR548AO
ENSG00000239281	8	41271431	41271566	1	RPS29P2
ENSG00000253509	8	41275115	41277003	-1	CTD-3080F16.3
ENSG00000206852	8	41298163	41298265	1	RNU6-895P
ENSG00000238936	8	41426655	41426727	1	SNORD65
ENSG00000253396	8	41435298	41440419	1	RP11-15G16.1
ENSG00000147533	8	41490396	41510980	1	GOLGA7
ENSG00000253943	8	41511240	41512521	1	KRT18P37
ENSG00000147536	8	41529206	41545046	1	GINS4
ENSG00000253133	8	41534155	41578368	-1	RP11-360L9.4
ENSG00000253174	8	41540381	41545044	-1	RP11-360L9.7
ENSG00000158669	8	41577187	41625001	1	AGPAT6
ENSG00000264578	8	41609692	41621502	-1	RP11-360L9.8
ENSG00000165066	8	41645178	41650669	-1	NKX6-3
ENSG00000029534	8	41653220	41896762	-1	ANK1
ENSG00000274705	8	41660414	41660525	-1	MIR486-2
ENSG00000253389	8	41660991	41665566	1	RP11-930P14.1
ENSG00000277839	8	41734814	41734892	1	AC113133.1
ENSG00000207101	8	41803349	41803450	1	Y_RNA
ENSG00000260588	8	41828165	41829934	-1	RP11-930P14.2
ENSG00000241834	8	41840059	41840339	-1	RN7SL149P
ENSG00000083168	8	41929479	42051990	-1	KAT6A
ENSG00000238966	8	42043504	42043575	-1	SNORD112
ENSG00000277937	8	42078863	42078973	-1	AC103724.1
ENSG00000244235	8	42101318	42101836	1	RP11-589C21.1
ENSG00000253135	8	42128774	42129249	-1	RP11-589C21.2
ENSG00000271938	8	42139461	42139752	-1	RP11-589C21.6
ENSG00000261449	8	42151772	42152763	-1	RP11-589C21.5
ENSG00000070718	8	42152946	42171673	1	AP3M2
ENSG00000104368	8	42175233	42207724	-1	PLAT
ENSG00000253408	8	42233675	42271197	-1	RP11-231D20.2
ENSG00000104365	8	42271302	42332653	1	IKBKB
ENSG00000070501	8	42338454	42371808	1	POLB
ENSG00000240395	8	42341767	42342634	-1	RPL5P23
ENSG00000104371	8	42374068	42377232	-1	DKK4
ENSG00000078668	8	42391624	42405897	1	VDAC3
ENSG00000168575	8	42416475	42541926	-1	SLC20A2
ENSG00000254131	8	42484600	42485019	1	RP11-1007J8.1
ENSG00000254165	8	42537529	42538304	-1	RP11-503E24.2
ENSG00000176209	8	42541155	42555193	1	SMIM19
ENSG00000147432	8	42697376	42737407	1	CHRNB3
ENSG00000255101	8	42705583	42721946	-1	RP11-412B14.1
ENSG00000255361	8	42725547	42726228	-1	RP11-412B14.2
ENSG00000147434	8	42752620	42796392	-1	CHRNA6
ENSG00000131931	8	42836674	42843325	-1	THAP1
ENSG00000120925	8	42849637	42897290	-1	RNF170
ENSG00000242719	8	42881236	42881517	1	RN7SL806P
ENSG00000266044	8	42896197	42896275	-1	MIR4469
ENSG00000168172	8	42896932	43030539	1	HOOK3
ENSG00000202514	8	42949388	42949495	-1	Y_RNA
ENSG00000254673	8	43018424	43077334	1	RP11-598P20.5
ENSG00000168522	8	43034194	43085788	1	FNTA
ENSG00000200731	8	43073474	43073618	1	RNU1-124P
ENSG00000185900	8	43093506	43123434	1	POMK
ENSG00000254198	8	43125995	43126397	-1	RP11-598P20.3
ENSG00000165102	8	43140455	43202855	1	HGSNAT
ENSG00000253611	8	43219960	43220809	-1	VN1R46P
ENSG00000253884	8	43246755	43246935	-1	RP11-726G23.2
ENSG00000255166	8	43247191	43247410	1	RP11-726G23.11
ENSG00000253312	8	43251711	43251858	1	RP11-359P18.2
ENSG00000253186	8	43253732	43254089	1	RP11-726G23.3
ENSG00000253606	8	43270198	43271962	-1	AFG3L2P1
ENSG00000253486	8	43274782	43275291	-1	RP11-726G23.7
ENSG00000234713	8	43276270	43276823	-1	RP11-726G23.10
ENSG00000253707	8	43284626	43284806	-1	RP11-726G23.8
ENSG00000188877	8	43292483	43363518	1	POTEA
ENSG00000238509	8	43303376	43303482	1	RNU6-104P
ENSG00000255497	8	43313948	43314200	1	RP11-726G23.12
ENSG00000264094	8	43366713	43366787	-1	AC022616.1
ENSG00000254342	8	43372559	43372677	1	RP11-726G23.6
ENSG00000201329	8	43378297	43378510	1	U3
ENSG00000250637	8	43442902	43452912	1	RP11-359P18.1
ENSG00000254069	8	43493937	43494762	1	RP11-359P18.7
ENSG00000253319	8	43511820	43512033	-1	RP11-359P18.8
ENSG00000253418	8	43513643	43514421	1	SNX18P27
ENSG00000254145	8	43539137	43539472	1	RP11-359P18.5
ENSG00000253748	8	43539973	43540927	1	CYP4F44P
ENSG00000253195	8	43542076	43544057	1	RP11-359P18.6
ENSG00000253845	8	43672823	43673075	1	RP11-643N23.2
ENSG00000253198	8	43674270	43674591	-1	RP11-643N23.1
ENSG00000276685	8	46028804	46028892	-1	pRNA
ENSG00000253425	8	46549089	46550802	1	HSPA8P13
ENSG00000248498	8	46579213	46614523	-1	ASNSP1
ENSG00000254070	8	46671839	46671926	1	RP11-790L1.3
ENSG00000251470	8	46697630	46698688	1	ASNSP4
ENSG00000228984	8	46784800	46785928	1	RP11-101E19.8
ENSG00000250857	8	46792065	46793064	1	TRIM60P15
ENSG00000253314	8	46822237	46854307	1	LINC00293
ENSG00000253828	8	46827228	46828409	-1	MTND1P7
ENSG00000279893	8	46828485	46829621	-1	AC021451.1
ENSG00000252594	8	46831050	46831156	1	RNU6-656P
ENSG00000254118	8	46837578	46838706	-1	RP11-101E19.4
ENSG00000254156	8	46838788	46839205	1	MTND6P20
ENSG00000253803	8	46870902	46872045	-1	RP11-101E19.7
ENSG00000253745	8	46922561	46928832	1	RP11-350F16.1
ENSG00000253782	8	46930840	46934446	-1	RP11-350F16.2
ENSG00000215179	8	46972476	46974617	-1	MAPK6PS4
ENSG00000222099	8	47068021	47068323	-1	RN7SKP32
ENSG00000264231	8	47085352	47085426	1	AC026241.1
ENSG00000248347	8	47089572	47198861	-1	RP11-1134I14.2
ENSG00000200986	8	47131781	47131887	-1	RNU6-819P
ENSG00000188873	8	47157118	47157771	1	RPL10AP2
ENSG00000248531	8	47164870	47165524	1	NDUFA5P12
ENSG00000254348	8	47189305	47189560	1	RP11-1134I14.4
ENSG00000255366	8	47190772	47193262	1	RP11-1134I14.8
ENSG00000253502	8	47194002	47194347	-1	ATP6V1G1P2
ENSG00000253817	8	47198032	47198323	-1	RP11-1134I14.6
ENSG00000215177	8	47202444	47202897	-1	IGLV8OR8-1
ENSG00000164808	8	47260575	47736306	1	SPIDR
ENSG00000265047	8	47282285	47282399	1	AC145060.1
ENSG00000253330	8	47511034	47512141	-1	RP11-697N18.3
ENSG00000269924	8	47527397	47528148	1	RP11-697N18.4
ENSG00000251354	8	47546804	47547926	-1	RP11-697N18.1
ENSG00000254065	8	47592147	47592609	-1	RP11-697N18.2
ENSG00000207369	8	47667771	47667877	1	RNU6-665P
ENSG00000221869	8	47736909	47739086	-1	CEBPD
ENSG00000253729	8	47773108	47960183	-1	PRKDC
ENSG00000207450	8	47805079	47805179	-1	Y_RNA
ENSG00000211562	8	47890058	47890130	1	AC103686.1
ENSG00000104738	8	47960185	47978160	1	MCM4
ENSG00000222522	8	47979414	47979521	1	RNU6-519P
ENSG00000169139	8	48008400	48064708	1	UBE2V2
ENSG00000253843	8	48193850	48194627	-1	RP11-769N21.2
ENSG00000253654	8	48294026	48294694	-1	CTD-2210A23.1
ENSG00000252710	8	48307927	48308030	-1	RNU6-295P
ENSG00000277418	8	48316669	48316770	1	5S_rRNA
ENSG00000224594	8	48384590	48385049	1	RPL29P19
ENSG00000279881	8	48428143	48431041	-1	RP11-513O13.1
ENSG00000253140	8	48515852	48517089	-1	RP11-567J20.3
ENSG00000253608	8	48551567	48698510	1	RP11-770E5.1
ENSG00000253688	8	48552015	48556441	-1	RP11-567J20.2
ENSG00000233858	8	48590401	48594621	1	AC026904.1
ENSG00000253702	8	48597458	48621018	-1	RP11-567J20.1
ENSG00000253455	8	48620465	48623895	1	RP11-770E5.3
ENSG00000253892	8	48657260	48658894	-1	RP11-770E5.2
ENSG00000034239	8	48710789	48735311	-1	EFCAB1
ENSG00000233109	8	48913916	48914380	1	RP11-22C8.1
ENSG00000019549	8	48917690	48921740	-1	SNAI2
ENSG00000275096	8	48938840	48938934	1	AC013701.1
ENSG00000168333	8	49054311	49076090	1	C8orf22
ENSG00000253474	8	49168539	49228925	1	RP11-10H3.1
ENSG00000199640	8	49330210	49330547	1	RN7SKP294
ENSG00000254268	8	49352630	49352844	-1	RFPL4AP7
ENSG00000253380	8	49496763	49512180	-1	RP11-738G5.1
ENSG00000253206	8	49536386	49554414	-1	RP11-738G5.2
ENSG00000253810	8	49740216	49741321	-1	PSAT1P1
ENSG00000253484	8	49817586	49820944	-1	RP11-109P6.2
ENSG00000271148	8	49906863	49907446	-1	RP11-401N18.1
ENSG00000147481	8	49909789	50794118	1	SNTG1
ENSG00000253849	8	50381015	50382275	1	RP11-759A9.1
ENSG00000254392	8	50490795	50491465	1	RP11-759A9.2
ENSG00000254358	8	50762460	50762798	-1	CYCSP22
ENSG00000253340	8	50859530	50860062	1	RP11-139G7.1
ENSG00000201316	8	51015021	51015165	1	SNORA7
ENSG00000253664	8	51257688	51321118	1	RP11-401H2.1
ENSG00000147485	8	51319578	51809445	-1	PXDNL
ENSG00000254025	8	51435602	51436509	1	RP11-119N19.1
ENSG00000254225	8	51721670	51722164	-1	RP11-11C20.1
ENSG00000272076	8	51810110	51810681	-1	RP11-11C20.3
ENSG00000168300	8	51817575	51899186	-1	PCMTD1
ENSG00000253475	8	51895957	51896374	-1	RP11-110G21.2
ENSG00000228801	8	51899325	51947173	1	RP11-110G21.1
ENSG00000272024	8	51950284	51950690	1	RP11-546K22.3
ENSG00000253844	8	51961458	52022974	1	RP11-546K22.1
ENSG00000254136	8	51996210	52008355	-1	RP11-546K22.2
ENSG00000147488	8	52110839	52460959	-1	ST18
ENSG00000254314	8	52150820	52154892	1	RP11-26M5.3
ENSG00000253551	8	52194362	52199580	1	RP11-26M5.2
ENSG00000253924	8	52294455	52301942	1	RP11-1023P17.2
ENSG00000240534	8	52313154	52313500	-1	RPL34P17
ENSG00000196711	8	52534037	52565507	-1	FAM150A
ENSG00000023287	8	52622456	52745843	-1	RB1CC1
ENSG00000271555	8	52722903	52723141	1	CTD-3214K23.1
ENSG00000183729	8	52938431	52941117	1	NPBWR1
ENSG00000248911	8	52975111	52976116	-1	RP11-182E14.1
ENSG00000265835	8	52995348	52995458	-1	AC009800.1
ENSG00000251871	8	53037629	53037749	-1	AC016113.1
ENSG00000250494	8	53162339	53162987	1	RP11-162D9.1
ENSG00000254687	8	53177571	53242683	1	RP11-162D9.3
ENSG00000082556	8	53225716	53251697	-1	OPRK1
ENSG00000260484	8	53388701	53390872	-1	RP11-1081M5.2
ENSG00000274295	8	53394215	53394795	1	RP11-1081M5.3
ENSG00000253369	8	53395211	53395946	-1	RP11-1081M5.1
ENSG00000254204	8	53515170	53515905	1	RP11-400K9.3
ENSG00000237807	8	53515171	53523931	-1	RP11-400K9.4
ENSG00000240919	8	53532908	53533704	1	RP11-400K9.1
ENSG00000206144	8	53537060	53540300	1	RP11-400K9.2
ENSG00000253668	8	53712697	53712896	1	RP11-463C14.1
ENSG00000047249	8	53715557	53843558	-1	ATP6V1H
ENSG00000147509	8	53851808	53959303	1	RGS20
ENSG00000272457	8	53876150	53876649	-1	RP11-1070A24.2
ENSG00000244159	8	53887008	53887244	-1	RP11-1070A24.1
ENSG00000200528	8	53914719	53914824	1	RNU6-1331P
ENSG00000187735	8	53966552	54022529	-1	TCEA1
ENSG00000253667	8	53971231	53974210	1	RP11-30L15.4
ENSG00000260955	8	54042989	54045629	-1	RP11-30L15.6
ENSG00000120992	8	54046367	54102017	-1	LYPLA1
ENSG00000276621	8	54066681	54066781	1	AC100821.1
ENSG00000254274	8	54073114	54073566	1	TDGF1P5
ENSG00000276353	8	54130582	54130860	1	Metazoa_SRP
ENSG00000137547	8	54135210	54147901	1	MRPL15
ENSG00000251835	8	54152807	54152882	-1	RNU6ATAC32P
ENSG00000270980	8	54191582	54192035	-1	RP11-626A5.2
ENSG00000253840	8	54247633	54247906	1	RP11-767C6.1
ENSG00000199212	8	54330687	54330895	1	RNU105C
ENSG00000276605	8	54354168	54355118	1	RP11-793H4.1
ENSG00000244107	8	54420468	54420725	1	RN7SL250P
ENSG00000164736	8	54457935	54460888	1	SOX17
ENSG00000274310	8	54467208	54470609	1	RP11-53M11.5
