Symbol	Entrez	Ensembl
MIR1269A	100302177	ENSG00000221563
MIR1269B	100616494	
MIR1270	100302179	ENSG00000238517
MIR1271	100302203	ENSG00000221464
MIR1272	100302184	ENSG00000221033
MIR1273A	100302165	ENSG00000221753
MIR1273C	100422821	
MIR1273D	100422970	
MIR1273E		
MIR1273F	100616156	
MIR1273G	100616145	
MIR1273H	102466247	
MIR1275	100302123	ENSG00000221697
MIR1276	100302121	ENSG00000221634
MIR1277	100302214	ENSG00000221463
MIR1278	100302163	ENSG00000221680
MIR1279	100302182	
MIR1281	100302237	ENSG00000221160
MIR1282	100302254	ENSG00000221792
MIR1283-1	100302265	ENSG00000221421
MIR1283-2	100302205	ENSG00000221548
MIR1284	100302112	ENSG00000221264
MIR1285-1	100302218	ENSG00000221520
MIR1285-2	100302268	ENSG00000221238
MIR1286	100302118	ENSG00000221039
MIR1287	100302133	ENSG00000221419
MIR1288	100302124	ENSG00000221355
MIR1289-1	100302125	ENSG00000221763
MIR1289-2	100302134	ENSG00000221287
MIR1290	100302276	ENSG00000221662
MIR1291	100302221	
MIR1292	100302138	ENSG00000221062
MIR1293	100302220	ENSG00000221604
MIR1294	100302181	ENSG00000221430
MIR1295A	100302178	ENSG00000221390
MIR1295B	100847009	
MIR1296	100302150	ENSG00000221063
MIR1297	100302187	
MIR1298	100302153	ENSG00000221710
MIR1299	100302167	ENSG00000239070
MIR1301	100302246	ENSG00000221445
MIR1302-1	100302227	ENSG00000221560
MIR1302-2	100302278	
MIR1302-3	100302128	ENSG00000221055
MIR1302-4	100302130	ENSG00000221628
MIR1302-5	100302146	ENSG00000221091
MIR1302-6	100302140	ENSG00000221393
MIR1302-7	100302147	
MIR1302-8	100302223	ENSG00000221269
MIR1302-9	100422831	ENSG00000221292
MIR1302-10	100422834	
MIR1302-11	100422919	
MIR1303	100302284	ENSG00000221552
MIR1304	100302240	ENSG00000221170
MIR1305	100302270	ENSG00000221227
MIR1306	100302197	ENSG00000221366
MIR1307	100302174	ENSG00000221767
MIR1321	100302171	
MIR1322	100302166	
MIR1323	100302255	ENSG00000221017
MIR1324	100302212	ENSG00000221795
MIR1343	100616437	
MIR1468	100302115	ENSG00000222532
MIR1469	100302258	ENSG00000222651
MIR1470	100302127	ENSG00000269782
MIR1471	100302126	ENSG00000222246
MIR1537	100302139	ENSG00000222831
MIR1538	100302119	ENSG00000223109
MIR1539	100302257	ENSG00000222690
MIR1587	100616251	ENSG00000263972
MIR1825	100302183	ENSG00000221667
MIR1827	100302217	
MIR1908	100302263	ENSG00000222326
MIR1909	100302210	ENSG00000223244
MIR1910	100302261	ENSG00000222190
MIR1911	100302222	ENSG00000222715
MIR1912	100302144	ENSG00000222321
MIR1913	100302141	ENSG00000222958
MIR1914	100302137	ENSG00000223010
MIR1915	100302129	ENSG00000222071
MIR1972-1	100302243	ENSG00000238728
MIR1972-2	100422922	
MIR1973	100302290	
MIR1976	100302190	ENSG00000238705
MIR2052	100302260	
MIR2053	100302225	ENSG00000238399
MIR2054	100302267	
MIR2110	100302224	ENSG00000238742
MIR2113	100302164	ENSG00000238367
MIR2114	100313839	ENSG00000252454
MIR2115	100313840	ENSG00000252466
MIR2116	100313886	ENSG00000253030
MIR2117	100313779	ENSG00000252589
MIR2276	100313842	ENSG00000252695
MIR2277	100313887	ENSG00000251725
MIR2278	100313780	ENSG00000252153
MIR2355	100423036	ENSG00000253008
MIR2392	100616495	
MIR2467	100616360	
MIR2681	100616110	
MIR2682	100616452	
MIR2861	100422910	
MIR2909	100422969	
MIR3064	100616387	ENSG00000265695
MIR3065	100422915	
MIR3074	100422842	ENSG00000207617
MIR3115	100422866	
MIR3116-1	100422902	
MIR3116-2	100422946	
MIR3117	100422871	
MIR3118-1	100423008	
MIR3118-2	100422949	
MIR3118-3	100422844	
MIR3118-4	100422935	
MIR3119-1	100422839	
MIR3119-2	100423010	
MIR3120	100422882	
MIR3121	100423032	
MIR3122	100422947	
MIR3123	100422856	
MIR3124	100422879	
MIR3125	100422986	
MIR3126	100423030	
MIR3127	100422928	
MIR3128	100422824	
MIR3129	100422908	
MIR3130-1	100422993	
MIR3130-2	100423002	
MIR3131	100422957	
MIR3132	100423039	
MIR3133	100422942	
MIR3134	100422990	
MIR3135A	100422901	
MIR3135B	100616218	
MIR3136	100422859	
MIR3137	100422926	
MIR3138	100423011	
MIR3139	100423017	
MIR3140	100422896	
MIR3141	100422950	
MIR3142	100422938	
MIR3143	100422934	
MIR3144	100422951	
MIR3145	100423001	
MIR3146	100422967	
MIR3147	100422939	
MIR3148	100422876	
MIR3149		
MIR3150A	100422964	
MIR3150B	100500907	
MIR3151	100422992	
MIR3152	100422869	
MIR3153	100422936	
MIR3154	100422893	
MIR3155A	100422989	
MIR3155B	100628560	
MIR3156-1	100422988	
MIR3156-2	100422907	
MIR3156-3	100423018	
MIR3157	100422892	
MIR3158-1	100422900	
MIR3158-2	100423033	
MIR3159	100423016	
MIR3160-1	100422827	
MIR3160-2	100422825	
MIR3161	100423000	
MIR3162	100422880	
MIR3163	100423029	
MIR3164	100422846	
MIR3165	100422953	
MIR3166	100423040	
MIR3167	100422918	
MIR3168	100422878	
MIR3169	100422973	
MIR3170	100422881	
MIR3171		
MIR3173	100422981	ENSG00000264607
MIR3174	100422841	
MIR3175	100422995	
MIR3176	100423037	
MIR3177	100423012	
MIR3178	100422974	
MIR3179-1	100422960	ENSG00000265162
MIR3179-2	100422886	ENSG00000266091
MIR3179-3	100423006	ENSG00000266454
MIR3179-4		
MIR3180-1	100422870	
MIR3180-2	100422956	
MIR3180-3	100422836	
MIR3180-4	100500852	
MIR3180-5	100500916	
MIR3181		
MIR3182	100422853	
MIR3183	100422835	
MIR3184	100423003	
MIR3185	100422978	
MIR3186	100422944	
MIR3187	100422854	
MIR3188	100422833	
MIR3189	100422943	
MIR3190	100422899	
MIR3191	100422832	
MIR3192	100422875	
MIR3193	100422904	
MIR3194	100422889	
MIR3195		
MIR3196	100423014	
MIR3197	100423023	
MIR3198-1	100423025	
MIR3198-2	100616400	
MIR3199-1	100423034	
MIR3199-2	100422998	
MIR3200	100422912	
MIR3201	100422916	
MIR3202-1	100422987	
MIR3202-2	100422877	
MIR3529	100616238	
MIR3591	100616357	
MIR3605	100500853	
MIR3606	100500837	
MIR3607	100500805	
MIR3609	100500819	ENSG00000266019
MIR3610	100500914	
MIR3611	100500890	
MIR3612	100500817	
MIR3613	100500908	
MIR3614	100500827	
MIR3615	100500847	
MIR3616	100500814	
MIR3617	100500897	
MIR3618	100500860	
MIR3619	100500828	
MIR3620	100500810	
MIR3621	100500811	
MIR3622A	100500858	
MIR3622B	100500871	
MIR3646	100500813	
MIR3648-1	100500862	
MIR3648-2		
MIR3649	100500816	
MIR3650	100500824	
MIR3651	100500918	
MIR3652	100500842	
MIR3653	100500833	
MIR3654	100500804	
MIR3655	100500820	
MIR3656	100500840	
MIR3657	100500889	
MIR3658	100500832	
MIR3659	100500801	
MIR3660	100500825	
MIR3661	100500905	
MIR3662	100500880	
MIR3663	100500893	ENSG00000266782
MIR3663HG	101927704	ENSG00000234474
MIR3664	100500844	
MIR3665	100500861	
MIR3666	100500896	
MIR3667	100500882	
MIR3668	100500879	
MIR3670-1	100500910	ENSG00000263918
MIR3670-2	100846994	ENSG00000264722
MIR3670-3		
MIR3670-4		
MIR3671	100500854	
MIR3672	100500869	
MIR3674	100500912	
MIR3675	100500876	
MIR3677	100500812	
MIR3678	100500841	
MIR3679	100500878	
MIR3680-1	100500917	
MIR3680-2	100847041	
MIR3681	100500884	
MIR3682	100500850	
MIR3683	100500886	
MIR3684	100500867	
MIR3685	100500802	
MIR3686	100500839	
MIR3687-1	100500815	
MIR3687-2		
MIR3688-1	100500881	
MIR3688-2	100616303	
MIR3689A	100500846	
MIR3689B	100500906	
MIR3689C	100616333	
MIR3689D1	100616131	
MIR3689D2	100616344	
MIR3689E	100616460	
MIR3689F	100616212	
MIR3690	100500894	
MIR3691	100500900	
MIR3692	100500899	
MIR3713	100500855	ENSG00000266449
MIR3714	100500913	
MIR3907	100500835	
MIR3908	100500909	
MIR3909	100500826	
MIR3910-1	100500821	
MIR3910-2	100500902	
MIR3911	100500872	
MIR3912	100500831	
MIR3913-1	100500903	
MIR3913-2	100500868	
MIR3914-1	100500836	
MIR3914-2	100500920	
MIR3915	100500915	
MIR3916	100500849	
MIR3917	100500808	
MIR3918	100500851	
MIR3919	100500803	
MIR3920	100500823	
MIR3921	100500859	
MIR3922	100500843	
MIR3923	100500877	
MIR3924	100500834	
MIR3925	100500885	
MIR3926-1	100500870	
MIR3926-2	100500838	
MIR3927	100500898	
MIR3928	100500901	
MIR3929	100500864	
MIR3934	100500873	
MIR3935	100500891	
MIR3936	100500865	
MIR3937	100500822	
MIR3938	100500875	
MIR3939	100500857	
MIR3940	100500888	
MIR3941	100500866	
MIR3942	100500904	
MIR3943	100500829	
MIR3944	100500911	
MIR3945	100500818	
MIR3960	100616250	
MIR3972	100616188	
MIR3973	100616311	
MIR3974	100616279	
MIR3975	100616257	
MIR3976	100616244	
MIR3976HG	645355	ENSG00000261738
MIR3977	100616297	
MIR3978	100616491	
MIR4251	100422968	
MIR4252	100422975	
MIR4253	100422914	
MIR4254	100423028	
MIR4255	100422898	
MIR4256	100422976	
MIR4257	100422997	
MIR4258	100423020	
MIR4259		
MIR4260	100422894	
MIR4261	100422929	
MIR4262	100422996	
MIR4263	100422965	
MIR4264	100422888	
MIR4265	100422863	
MIR4266	100423027	
MIR4267	100422994	
MIR4268	100422959	
MIR4269	100423043	
MIR4270	100422868	
MIR4271	100422952	
MIR4272	100422941	
MIR4273	100422955	
MIR4274	100422826	
MIR4275	100422937	
MIR4276	100423042	
MIR4277	100422966	
MIR4278	100422999	
MIR4279	100422874	
MIR4280	100422887	ENSG00000265919
MIR4281	100422962	
MIR4282	100423005	
MIR4283-1	100422917	
MIR4283-2	100422848	
MIR4284	100422948	
MIR4285	100422858	
MIR4286	100422982	
MIR4287	100422828	
MIR4288	100422903	
MIR4289	100423015	
MIR4290	100422963	
MIR4291	100422927	
MIR4292	100422860	
MIR4293	100422843	
MIR4294	100422895	
MIR4295	100422909	
MIR4296	100423041	
MIR4297	100422873	
MIR4298	100423021	
MIR4299	100423026	
MIR4300	100422823	
MIR4301	100422855	
MIR4302	100422897	
MIR4303	100422924	
MIR4304	100422931	
MIR4305	100422940	
MIR4306	100422861	
MIR4307	100423019	
MIR4308	100422984	
MIR4309	100422954	
MIR4310	100423013	
MIR4311	100422905	
MIR4312	100422971	
MIR4313	100423035	
MIR4314	100422983	
MIR4315-1	100423004	
MIR4315-2	100422961	
MIR4316	100422851	
MIR4317	100422840	
MIR4318	100422857	
MIR4319	100422829	
MIR4320	100422865	
MIR4321	100423031	
MIR4322	100422925	ENSG00000264266
MIR4323	100422980	
MIR4324	100422979	
MIR4325	100422883	
MIR4326	100422945	
MIR4327	100422891	
MIR4328	100422932	
MIR4329	100423009	
MIR4330	100422930	
MIR4417	100616489	
MIR4418	100616433	
MIR4419A	100616177	
MIR4419B	100616298	
MIR4420	100616164	
MIR4421	100616189	
MIR4422	100616272	
MIR4423	100616481	
MIR4424	100616328	
MIR4425	100616365	
MIR4426	100616345	
MIR4427	100616390	
MIR4428	100616141	
MIR4429	100616469	
MIR4430	100616136	
MIR4431	100616431	
MIR4432	100616473	
MIR4433A	100616265	
MIR4433B	102465833	
MIR4434	100616419	
MIR4435-1	100616499	
MIR4435-1HG	541471	ENSG00000172965
MIR4435-2	100616341	
MIR4436A	100616399	
MIR4436B1	100616123	
MIR4436B2	100847033	
MIR4437	100616213	
MIR4438	100616375	
MIR4439	100616207	
MIR4440	100616397	
MIR4441	100616493	
MIR4442	100616477	
MIR4443	100616407	
MIR4444-1	100616394	
MIR4444-2	100846999	
MIR4445	100616129	
MIR4446	100616476	
MIR4447	100616485	
MIR4448	100616127	ENSG00000263932
MIR4449	100616436	
MIR4450	100616299	
MIR4451	100616349	
MIR4452	100616463	
MIR4453	100616193	
MIR4454	100616234	
MIR4455	100616111	
MIR4456	100616381	
MIR4457	100616235	
MIR4458	100616142	ENSG00000266471
MIR4458HG	100505738	ENSG00000247516
MIR4459	100616233	
MIR4460	100616325	
MIR4461	100616209	
MIR4462	100616413	
MIR4463	100616389	
MIR4464	100616109	
MIR4465	100616180	
MIR4466	100616154	
MIR4467	100616367	
MIR4468	100616226	
MIR4469	100616115	
MIR4470	100616484	
MIR4471	100616451	
MIR4472-1	100616268	
MIR4472-2	100616309	
MIR4473	100616229	
MIR4474	100616441	
MIR4475	100616289	
MIR4476	100616456	
MIR4477A	100616184	
MIR4477B	100616194	
MIR4478	100616312	
MIR4479	100616480	
MIR4480	100616151	
MIR4481	100616320	
MIR4482	100616323	
MIR4483	100616162	
MIR4484	100616327	
MIR4485	100616263	
MIR4486	100616118	
MIR4487	100616222	
MIR4488	100616470	
MIR4489	100616284	
MIR4490	100616186	
MIR4491	100616330	
MIR4492	100616376	
MIR4493	100616319	
MIR4494	100616478	
MIR4495	100616287	
MIR4496	100616240	
MIR4497	100616454	
MIR4498	100616179	
MIR4499	100616304	
MIR4500	100616182	
MIR4500HG	642345	ENSG00000228824
MIR4501	100616137	
MIR4502	100616227	
MIR4503	100616280	
MIR4504	100616261	
MIR4505	100616158	
MIR4506	100616140	
MIR4507	100616135	
MIR4508	100616275	
MIR4509-1	100616223	
MIR4509-2	100616228	
MIR4509-3	100616382	
MIR4510	100616293	
MIR4511	100616379	
MIR4512	100616149	
MIR4513	100616183	
MIR4514	100616181	
MIR4515	100616404	
MIR4516	100616258	
MIR4517	100616487	
MIR4518	100616405	
MIR4519	100616231	
MIR4520-1	100616401	
MIR4520-2	100616466	
MIR4521	100616406	
MIR4522	100616277	
MIR4523	100616122	
MIR4524A	100616316	
MIR4524B	100847008	
MIR4525	100616196	
MIR4526	100616130	
MIR4527	100616264	
MIR4528		
MIR4529	100616290	
MIR4530	100616163	
MIR4531	100616355	
MIR4532	100616353	
MIR4533	100616362	
MIR4534	100616146	
MIR4535	100616415	
MIR4536-1	100616155	
MIR4536-2		
MIR4537		
MIR4538		
MIR4539		
MIR4540	100616278	ENSG00000264922
MIR4632	100616438	
MIR4633	100616175	
MIR4634	100616202	
MIR4635	100616479	
MIR4636	100616326	
MIR4637	100616271	
MIR4638	100616342	
MIR4639	100616269	
MIR4640	100616237	
MIR4641	100616178	ENSG00000266494
MIR4642	100616352	
MIR4643	100616174	
MIR4644	100616430	
MIR4645	100616285	
MIR4646	100616230	
MIR4647	100616124	
MIR4648	100616116	
MIR4649	100616346	
MIR4650-1	100616310	ENSG00000266525
MIR4650-2	100616331	ENSG00000264494
MIR4651	100616270	
MIR4652	100616206	
MIR4653	100616117	
MIR4654	100616386	
MIR4655	100616160	
MIR4656	100616465	
MIR4657	100616393	
MIR4658	100616439	
MIR4659A	100616348	
MIR4659B	100616372	
MIR4660	100616350	
MIR4661	100616245	
MIR4662A	100616221	
MIR4662B	100616255	
MIR4663	100616260	
MIR4664	100616318	
MIR4665	100616288	
MIR4666A	100616308	
MIR4666B	100847047	
MIR4667	100616214	
MIR4668	100616114	
MIR4669	100616236	
MIR4670	100616351	
MIR4671	100616380	
MIR4672	100616429	
MIR4673	100616242	
MIR4674	100616301	
MIR4674HG	101928483	ENSG00000237886
MIR4675	100616383	
MIR4676	100616286	
MIR4677	100616343	
MIR4678	100616296	
MIR4679-1	100616128	
MIR4679-2	100616192	
MIR4680	100616113	
MIR4681	100616398	
MIR4682	100616322	
MIR4683	100616500	
MIR4684	100616391	
MIR4685	100616482	
MIR4686	100616126	
MIR4687	100616453	
MIR4688	100616368	
MIR4689	100616421	
MIR4690	100616292	
MIR4691	100616403	
MIR4692	100616410	
MIR4693	100616457	
MIR4694	100616426	
MIR4695	100616120	
MIR4696	100616402	
MIR4697	100616119	ENSG00000264919
MIR4697HG	283174	
MIR4698	100616486	
MIR4699	100616133	
MIR4700	100616329	
MIR4701	100616262	
MIR4703	100616423	
MIR4704	100616205	
MIR4705	100616239	
MIR4706	100616490	
MIR4707	100616424	
MIR4708	100616176	
MIR4709	100616211	
MIR4710	100616300	
MIR4711	100616409	
MIR4712	100616396	
MIR4713	100616369	
MIR4714	100616432	
MIR4715	100616474	
MIR4716	100616332	
MIR4717	100616241	
MIR4718	100616195	
MIR4719	100616172	
MIR4720	100616150	ENSG00000265271
MIR4721	100616256	
MIR4722	100616167	
MIR4723	100616388	
MIR4724	100616248	
MIR4725	100616449	
MIR4726	100616153	
MIR4727	100616416	
MIR4728	100616132	
MIR4729	100616204	
MIR4730	100616359	
MIR4731	100616125	
MIR4732	100616385	
MIR4733	100616266	
MIR4734	100616203	
MIR4735	100616363	
MIR4736	100616220	
MIR4737	100616210	
MIR4738	100616282	
MIR4739	100616170	
MIR4740	100616294	
MIR4741	100616139	
MIR4742	100616468	
MIR4743	100616366	
MIR4744	100616420	
MIR4745	100616459	
MIR4746	100616371	
MIR4747	100616337	
MIR4748	100616425	
MIR4749	100616313	
MIR4750	100616314	
MIR4751	100616483	
MIR4752	100616171	
MIR4753	100616224	
MIR4754	100616168	
MIR4755	100616434	
MIR4756	100616225	
MIR4757	100616307	
MIR4758	100616340	
MIR4759	100616243	
MIR4760	100616148	
MIR4761	100616414	
MIR4762	100616253	
MIR4763	100616143	
MIR4764	100616295	
MIR4765	100616219	
MIR4766	100616283	
MIR4767	100616467	
MIR4768	100616249	
MIR4769	100616147	
MIR4770	100616373	
MIR4771-1	100616370	
MIR4771-2	100616165	
MIR4772	100616157	
MIR4773-1	100616392	
MIR4773-2	100616418	
MIR4774	100616356	ENSG00000265694
MIR4775	100616361	
MIR4776-1	100616267	
MIR4776-2	100616472	
MIR4777	100616317	
MIR4778	100616464	
MIR4779	100616159	
MIR4780	100616447	
MIR4781	100616315	
MIR4782	100616208	
MIR4783	100616187	
MIR4784	100616378	
MIR4785	100616364	
MIR4786	100616417	
MIR4787	100616138	
MIR4788	100616281	
MIR4789	100616395	
MIR4790	100616334	
MIR4791	100616291	
MIR4792	100616448	
MIR4793	100616112	
MIR4794	100616338	
MIR4795	100616161	
MIR4796	100616166	
MIR4797	100616216	
MIR4798	100616471	
MIR4799	100616246	
MIR4800	100616358	
MIR4801	100616435	
MIR4802	100616274	
MIR4803	100616377	
MIR4804	100616152	
MIR4999	100847049	
MIR5000	100846995	
MIR5001	100847037	
MIR5002	100847021	
MIR5003	100847029	
MIR5004	100847012	
MIR5006	100847026	
MIR5007	100846996	
MIR5008	100847072	
MIR5009	100846993	
MIR5010	100847046	
MIR5011	100847002	
MIR5047	100616408	
MIR5087	100847044	
MIR5088	100847074	
MIR5089	100847067	
MIR5090	100847073	
MIR5091	100847023	
MIR5092	100847039	
MIR5093	100847022	
MIR5094	100847059	
MIR5095	100616458	
MIR5096	100616427	
MIR5100	100847014	
MIR5186	100847036	
MIR5187	100847090	
MIR5188	100847004	
MIR5189	100847057	
MIR5190	100847080	
MIR5191	100847050	
MIR5192	100847087	
MIR5193	100847079	
MIR5194	100847051	
MIR5195		
MIR5196	100847070	
MIR5197	100846991	
MIR5571		
MIR5572	100847042	
MIR5579	100847000	
MIR5580	100847076	
MIR5581	100847010	
MIR5582	100847020	
MIR5583-1	100847025	
MIR5583-2	100846997	
MIR5584	100847089	
MIR5585	100847018	
MIR5586	100847088	
MIR5587	100847028	
MIR5588	100847054	
MIR5589	100847093	
MIR5590	100847069	
MIR5591	100847065	
MIR5680	100847001	
MIR5681A	100847058	ENSG00000266502
MIR5681B	100847091	
MIR5682	100847043	
MIR5683	100847034	
MIR5684	100847071	
MIR5685	100847075	
MIR5687	100847019	
MIR5688	100847077	
MIR5689	100846998	
MIR5690	100847048	
MIR5691	100847015	
MIR5692A1	100847066	
MIR5692A2	100847038	
MIR5692B	100847013	
MIR5692C1	100847082	
MIR5692C2	100847017	
MIR5693	100847003	
MIR5694	100847064	
MIR5695	100847016	
MIR5696	100847007	
MIR5697	100847055	
MIR5698	100847024	
MIR5699	100847086	
MIR5700	100847031	
MIR5701-1	100847060	
MIR5701-2	100847005	
MIR5701-3		
MIR5702	100847053	
MIR5703	100847081	
MIR5704	100847040	
MIR5705	100847027	
MIR5706	100847085	
MIR5707	100847032	
MIR5708	100847056	
MIR5739	102466081	
MIR5787	102464817	
MIR6068	102464823	
MIR6069	102464824	
MIR6070	102464825	
MIR6071	102466516	
MIR6072	102465944	
MIR6073	102464826	
MIR6074	102464827	
MIR6075	102466103	
MIR6076	102464828	
MIR6077	102466225	
MIR6078	102464829	
MIR6079	102464830	
MIR6080	102464831	
MIR6081	102466518	
MIR6082	102466953	
MIR6083	102464832	
MIR6084	102464833	
MIR6085	102464834	
MIR6086	102466519	
MIR6087	102464835	
MIR6088	102464836	
MIR6089	102464837	
MIR6090	102466104	
MIR6124	102466906	
MIR6125	102465133	
MIR6126	102465134	
MIR6127	102466615	
MIR6128	102465135	
MIR6129	102465137	
MIR6130	102466967	
MIR6131	102465138	
MIR6132	102466616	
MIR6133	102465139	
MIR6134	102465140	
MIR6165	102465141	
MIR6499	102465246	
MIR6500	102466656	
MIR6501	102465248	
MIR6502	102465249	
MIR6503	102465250	
MIR6504	102465251	
MIR6505	102466657	
MIR6506	102465252	
MIR6507	102465253	
MIR6508	102466972	
MIR6509	102465254	
MIR6510	102466658	
MIR6511A1		
MIR6511A2	102466812	
MIR6511A3		
MIR6511A4		
MIR6511B1	102465429	
MIR6511B2		
MIR6512	102465255	
MIR6513	102465256	
MIR6514	102465257	
MIR6515	102466659	
MIR6516	102466864	
MIR6715A	102466189	
MIR6715B	102465427	
MIR6716	102466719	
MIR6717	102465428	
MIR6718	102465430	
MIR6719	102465974	
MIR6720	102466720	
MIR6721	102466190	
MIR6722	102465431	
MIR6723	102465432	
MIR6724-1		
MIR6724-2		
MIR6724-3		
MIR6724-4		
MIR6726	102465434	
MIR6727	102465435	
MIR6728	102465436	
MIR6729	102466982	
MIR6730	102466722	
MIR6731	102465437	
MIR6732	102465438	
MIR6733	102465439	
MIR6734	102466723	
MIR6735	102465440	
MIR6736	102466191	
MIR6737	102465441	
MIR6738	102465442	
MIR6739	102466724	
MIR6740	102465443	
MIR6741	102466270	
MIR6742	102465444	
MIR6743	102465445	
MIR6744	102466725	
MIR6745	102466726	
MIR6746	102465446	
MIR6747	102465447	
MIR6748	102465448	
MIR6749	102466727	
MIR6750	102466192	
MIR6751	102465449	
MIR6752	102465450	
MIR6753	102465451	
MIR6754	102466728	
MIR6755	102465452	
MIR6756	102465453	
MIR6757	102466193	
MIR6758	102465454	
MIR6759	102466729	
MIR6760	102465455	
MIR6761	102465456	
MIR6762	102465457	
MIR6763	102465975	
MIR6764	102466730	
MIR6765	102465458	
MIR6766	102466983	
MIR6767	102465459	
MIR6768	102465460	
MIR6769A	102466731	
MIR6769B	102466202	
MIR6770-1		
MIR6770-2	102465908	
MIR6770-3		
MIR6771	102465462	
MIR6772	102465463	
MIR6773	102466194	
MIR6774	102466732	
MIR6775	102465464	
MIR6776	102465465	
MIR6777	102465466	
MIR6778	102466733	
MIR6779	102465467	
MIR6780A	102466195	
MIR6780B	102466746	
MIR6781	102465468	
MIR6782	102465469	
MIR6783	102466734	
MIR6784	102465470	
MIR6785	102466911	
MIR6786	102465471	
MIR6787	102465472	
MIR6788		
MIR6789	102466736	
MIR6790	102465473	
MIR6791	102465474	
MIR6792	102465475	
MIR6793	102466737	
MIR6794	102466196	
MIR6795	102465476	
MIR6796	102465477	
MIR6797	102465478	
MIR6798	102466738	
MIR6799	102465479	
MIR6800	102465480	
MIR6801	102466984	
MIR6802	102465481	
MIR6803	102466739	
MIR6804	102465482	
MIR6805	102465483	
MIR6806	102465484	
MIR6807	102465976	
MIR6808	102466740	
MIR6809	102465485	
MIR6810	102466197	
MIR6811	102465486	
MIR6812	102465487	
MIR6813	102466741	
MIR6814	102465488	
MIR6815	102465489	
MIR6816	102465490	
MIR6817	102466198	
MIR6818	102466742	
MIR6819	102465491	
MIR6820	102465492	
MIR6821	102465493	
MIR6822	102466743	
MIR6823	102465494	
MIR6824	102465495	
MIR6825	102466199	
MIR6826	102465496	
MIR6827	102466744	
MIR6828	102465497	
MIR6829	102465977	
MIR6830	102465498	
MIR6831	102465499	
MIR6832	102466745	
MIR6833	102465500	
MIR6834	102465501	
MIR6835	102465502	
MIR6836	102465503	
MIR6837	102466985	
MIR6838	102465504	
MIR6839	102465505	
MIR6840	102466747	
MIR6841	102465506	
MIR6842	102465507	
MIR6843	102465508	
MIR6844	102466200	
MIR6845	102466748	
MIR6846	102465509	
MIR6847	102465510	
MIR6848	102465511	
MIR6849	102466749	
MIR6850	102465978	
MIR6851	102465512	
MIR6852	102465513	
MIR6853	102466201	
MIR6854	102465514	
MIR6855	102466750	
MIR6856	102465515	
MIR6857	102465516	
MIR6858	102465517	
MIR6859-1	102466751	
MIR6859-2	102465909	
MIR6859-3		
MIR6859-4		
MIR6860	102465518	
MIR6861	102465519	
MIR6862-1	102465520	
MIR6862-2	102465907	
MIR6863	102466752	
MIR6864	102465521	
MIR6865	102465522	
MIR6866	102466986	
MIR6867	102465523	
MIR6868	102466753	
MIR6869	102465524	
MIR6870	102465525	
MIR6871	102466912	
MIR6872	102465526	
MIR6873	102466754	
MIR6874	102466203	
MIR6875	102466755	
MIR6876	102465527	
MIR6877	102465528	
MIR6878	102465529	
MIR6879	102466756	
MIR6880	102466204	
MIR6881	102465530	
MIR6882	102465531	
MIR6883	102465532	
MIR6884	102466757	
MIR6885	102465533	
MIR6886	102465534	
MIR6887	102466205	
MIR6888	102465535	
MIR6889	102466758	
MIR6890	102465536	
MIR6891	102465537	
MIR6892	102465538	
MIR6893	102466271	
MIR6894	102466759	
MIR6895	102465539	
MIR7106	102466222	
MIR7107	102465665	
MIR7108	102466806	
MIR7109	102465666	
MIR7110	102465667	
MIR7111	102465668	
MIR7112	102465906	
MIR7113	102465669	
MIR7114	102466223	
MIR7150	102465688	
MIR7151	102466814	
MIR7152	102465689	
MIR7153	102465690	
MIR7154	102465691	
MIR7155	102466815	
MIR7156	102466995	
MIR7157	102465692	
MIR7158		
MIR7159	102466816	
MIR7160	102465695	
MIR7161	102465694	
MIR7162	102466227	
MIR7515	102466235	
MIR7515HG	102800314	ENSG00000236172
MIR7641-1		
MIR7641-2	102465753	
MIR7702	102465800	
MIR7703	102465801	
MIR7704		
MIR7705	102466854	
MIR7706		
MIR7843	102465832	
MIR7844	102465834	
MIR7845	102465835	
MIR7846	102465836	
MIR7847		
MIR7848	102466865	
MIR7849	102465837	
MIR7850	102465838	
MIR7851	102467003	
MIR7852	102465839	
MIR7853	102466866	
MIR7854	102465840	
MIR7855	102465841	
MIR7856	102465842	
MIR7973-1	102466250	
MIR7973-2	102465855	
MIR7974	102465856	
MIR7975	102466872	
MIR7976	102465857	
MIR7977	102465858	
MIR7978	102465859	
MIR8052	102466873	
MIR8053	102467004	
MIR8054	102465860	
MIR8055	102465861	
MIR8056	102465862	
MIR8057	102466874	
MIR8058	102465863	
MIR8059	102466918	
MIR8060	102465864	
MIR8061	102466251	
MIR8062	102465865	
MIR8063	102466875	
MIR8064	102465866	
MIR8065	102465867	
MIR8066	102465868	
MIR8067	102465869	
MIR8068	102466876	
MIR8069-1	102466252	
MIR8069-2		
MIR8070	102465870	
MIR8071-1	102465871	
MIR8071-2	102466889	
MIR8072	102466877	
MIR8073	102465872	
MIR8074	102465873	
MIR8075	102465874	
MIR8076	102466253	
MIR8077	102465875	
MIR8078	102466878	
MIR8079	102465876	
MIR8080	102465877	
MIR8081	102465995	
MIR8082	102465878	
MIR8083	102466879	
MIR8084	102467005	
MIR8085	102465879	
MIR8086	102465880	
MIR8087	102465881	
MIR8088	102466880	
MIR8089	102465882	
MIR8485		
